attendance,away_score,away_team,date,home_score,home_team,margin,round,season,umpires,url,venue
20465,96,Sydney,"Sun, 18-Jun-2000 1:20 PM (3:20 PM)",123,Fremantle,27,15,2000,"Steven Hanley (70), Andrew Coates (200), Michael Avon (13)",http://afltables.com/afl/stats/games/2000/081620000618.html,Subiaco
38745,125,Hawthorn,"Fri, 23-Jun-2000 7:40 PM",68,Collingwood,-57,16,2000,"Gavin Dore (238), Vince Sercia (54), Brett Rosebury (3)",http://afltables.com/afl/stats/games/2000/041020000623.html,Docklands
17399,84,Fremantle,"Sat, 24-Jun-2000 2:10 PM",90,Geelong,6,16,2000,"Chris Mitchell (293), Darren Morris (22), David Howlett (283)",http://afltables.com/afl/stats/games/2000/080920000624.html,Kardinia Park
43200,100,Richmond,"Sat, 24-Jun-2000 2:10 PM",110,Melbourne,10,16,2000,"Bryan Sheehan (300), Mathew James (17), Mark McKenzie (96)",http://afltables.com/afl/stats/games/2000/111420000624.html,M.C.G.
22154,65,St Kilda,"Sat, 24-Jun-2000 7:40 PM",93,Sydney,28,16,2000,"Shane McInerney (85), Kieron Nicholls (22), Martin Ellis (72)",http://afltables.com/afl/stats/games/2000/151620000624.html,S.C.G.
35129,89,Essendon,"Sat, 24-Jun-2000 8:10 PM (8:40 PM)",58,Port Adelaide,-31,16,2000,"Mark Nash (138), Darren Goldspink (217), Corin Rowe (21)",http://afltables.com/afl/stats/games/2000/051320000624.html,Football Park
22229,74,Adelaide,"Sun, 25-Jun-2000 2:10 PM",135,Western Bulldogs,61,16,2000,"Hayden Kennedy (248), Steven Hanley (71), Ray Kelsey (23)",http://afltables.com/afl/stats/games/2000/010720000625.html,Docklands
34743,156,Carlton,"Sun, 25-Jun-2000 2:40 PM",112,Brisbane Lions,-44,16,2000,"Andrew Coates (201), Michael Vozzo (25), John Harvey (140)",http://afltables.com/afl/stats/games/2000/031920000625.html,Gabba
36461,113,Kangaroos,"Sun, 25-Jun-2000 1:20 PM (3:20 PM)",52,West Coast,-61,16,2000,"Scott McLaren (116), Brett Allen (164), Justin Schmitt (27)",http://afltables.com/afl/stats/games/2000/121820000625.html,Subiaco
23870,85,Geelong,"Fri, 30-Jun-2000 7:40 PM",109,St Kilda,24,17,2000,"John Harvey (141), Troy Burton (46), Justin Schmitt (28)",http://afltables.com/afl/stats/games/2000/091520000630.html,Docklands
73465,167,Essendon,"Sat, 1-Jul-2000 2:10 PM",66,Richmond,-101,17,2000,"Darren Goldspink (218), Martin Ellis (73), Stephen McBurney (93)",http://afltables.com/afl/stats/games/2000/051420000701.html,M.C.G.
30423,102,Melbourne,"Sat, 1-Jul-2000 7:40 PM",103,Kangaroos,1,17,2000,"Andrew Coates (202), Gavin Dore (239), Mark Nash (139)",http://afltables.com/afl/stats/games/2000/111220000701.html,Docklands
10826,64,Port Adelaide,"Sat, 1-Jul-2000 6:40 PM (8:40 PM)",82,Fremantle,18,17,2000,"Hayden Kennedy (249), Michael Vozzo (26), Brett Rosebury (4)",http://afltables.com/afl/stats/games/2000/081320000701.html,W.A.C.A.
48268,120,Carlton,"Sun, 2-Jul-2000 2:10 PM",63,Hawthorn,-57,17,2000,"Stuart Wenn (70), Bryan Sheehan (301), Kieron Nicholls (23)",http://afltables.com/afl/stats/games/2000/031020000702.html,M.C.G.
22002,80,West Coast,"Sun, 2-Jul-2000 2:10 PM",151,Sydney,71,17,2000,"Mark McKenzie (97), Steven Hanley (72), Vince Sercia (55)",http://afltables.com/afl/stats/games/2000/161820000702.html,S.C.G.
24662,81,Western Bulldogs,"Sun, 2-Jul-2000 2:40 PM",138,Brisbane Lions,57,17,2000,"Brett Allen (165), Derek Humphery-Smith (54), Chris Mitchell (294)",http://afltables.com/afl/stats/games/2000/071920000702.html,Gabba
40171,109,Collingwood,"Sun, 2-Jul-2000 2:50 PM (3:20 PM)",147,Adelaide,38,17,2000,"Scott McLaren (117), Shane McInerney (86), Michael Avon (14)",http://afltables.com/afl/stats/games/2000/010420000702.html,Football Park
34567,72,Fremantle,"Fri, 7-Jul-2000 7:40 PM",159,Essendon,87,18,2000,"Gavin Dore (240), Kieron Nicholls (24), Vince Sercia (56)",http://afltables.com/afl/stats/games/2000/050820000707.html,Docklands
20480,102,Adelaide,"Sat, 8-Jul-2000 2:10 PM",109,Geelong,7,18,2000,"Brett Allen (166), Mark McKenzie (98), Mark Nash (140)",http://afltables.com/afl/stats/games/2000/010920000708.html,Kardinia Park
33923,99,Sydney,"Sat, 8-Jul-2000 2:10 PM",125,Melbourne,26,18,2000,"Michael Vozzo (27), Hayden Kennedy (250), Brett Rosebury (5)",http://afltables.com/afl/stats/games/2000/111620000708.html,M.C.G.
9198,56,Richmond,"Sat, 8-Jul-2000 7:40 PM",134,Kangaroos,78,18,2000,"John Harvey (142), Troy Burton (47), David Howlett (284)",http://afltables.com/afl/stats/games/2000/121420000708.html,S.C.G.
22232,29,St Kilda,"Sat, 8-Jul-2000 7:10 PM (9:10 PM)",115,West Coast,86,18,2000,"Stuart Wenn (71), Chris Mitchell (295), Mathew James (18)",http://afltables.com/afl/stats/games/2000/151820000708.html,W.A.C.A.
30096,69,Collingwood,"Sun, 9-Jul-2000 2:10 PM",180,Carlton,111,18,2000,"Darren Goldspink (219), Derek Humphery-Smith (55), Corin Rowe (22)",http://afltables.com/afl/stats/games/2000/030420000709.html,Princes Park
21783,106,Western Bulldogs,"Sun, 9-Jul-2000 2:10 PM (2:40 PM)",149,Port Adelaide,43,18,2000,"Bryan Sheehan (302), Andrew Coates (203), Michael Avon (15)",http://afltables.com/afl/stats/games/2000/071320000709.html,Football Park
26782,124,Hawthorn,"Sun, 9-Jul-2000 3:20 PM",106,Brisbane Lions,-18,18,2000,"Stephen McBurney (94), Ray Kelsey (24), Scott McLaren (118)",http://afltables.com/afl/stats/games/2000/101920000709.html,Gabba
37446,124,Kangaroos,"Fri, 14-Jul-2000 7:40 PM",85,Geelong,-39,19,2000,"Bryan Sheehan (303), Stuart Wenn (72), Andrew Coates (204)",http://afltables.com/afl/stats/games/2000/091220000714.html,Docklands
35425,90,West Coast,"Fri, 14-Jul-2000 8:10 PM (8:40 PM)",107,Adelaide,17,19,2000,"Darren Goldspink (220), Troy Burton (48), Vince Sercia (57)",http://afltables.com/afl/stats/games/2000/011820000714.html,Football Park
25397,75,Western Bulldogs,"Sat, 15-Jul-2000 2:10 PM",72,Carlton,-3,19,2000,"Scott McLaren (119), David Howlett (285), Stephen McBurney (95)",http://afltables.com/afl/stats/games/2000/030720000715.html,Princes Park
46946,82,Hawthorn,"Sat, 15-Jul-2000 7:40 PM",165,Essendon,83,19,2000,"Hayden Kennedy (251), Steven Hanley (73), Michael Avon (16)",http://afltables.com/afl/stats/games/2000/051020000715.html,Docklands
21956,53,Port Adelaide,"Sun, 16-Jul-2000 12:40 PM",120,Brisbane Lions,67,19,2000,"Gavin Dore (241), John Harvey (143), Martin Ellis (74)",http://afltables.com/afl/stats/games/2000/131920000716.html,Gabba
33182,104,Sydney,"Sun, 16-Jul-2000 2:10 PM",84,Collingwood,-20,19,2000,"Brett Allen (167), Mathew James (19), Justin Schmitt (29)",http://afltables.com/afl/stats/games/2000/041620000716.html,M.C.G.
24039,116,Melbourne,"Sun, 16-Jul-2000 2:10 PM",98,St Kilda,-18,19,2000,"Chris Mitchell (296), Mark McKenzie (99), Corin Rowe (23)",http://afltables.com/afl/stats/games/2000/111520000716.html,Docklands
19116,106,Richmond,"Sun, 16-Jul-2000 1:20 PM (3:20 PM)",79,Fremantle,-27,19,2000,"Derek Humphery-Smith (56), Ray Kelsey (25), Shane McInerney (87)",http://afltables.com/afl/stats/games/2000/081420000716.html,W.A.C.A.
91571,109,Essendon,"Fri, 21-Jul-2000 7:40 PM",83,Carlton,-26,20,2000,"Darren Goldspink (221), Brett Allen (168), Mark McKenzie (100)",http://afltables.com/afl/stats/games/2000/030520000721.html,M.C.G.
18976,80,Port Adelaide,"Sat, 22-Jul-2000 2:10 PM",101,Hawthorn,21,20,2000,"Andrew Coates (205), Shane McInerney (88), David Howlett (286)",http://afltables.com/afl/stats/games/2000/101320000722.html,M.C.G.
30342,100,Western Bulldogs,"Sat, 22-Jul-2000 7:40 PM",91,Collingwood,-9,20,2000,"Hayden Kennedy (252), Steven Hanley (74), Kieron Nicholls (25)",http://afltables.com/afl/stats/games/2000/040720000722.html,Docklands
30551,91,Kangaroos,"Sat, 22-Jul-2000 7:40 PM",145,Sydney,54,20,2000,"Chris Mitchell (297), Derek Humphery-Smith (57), Michael Vozzo (28)",http://afltables.com/afl/stats/games/2000/121620000722.html,S.C.G.
30615,108,Geelong,"Sat, 22-Jul-2000 6:40 PM (8:40 PM)",78,West Coast,-30,20,2000,"Gavin Dore (242), Brett Rosebury (6), Martin Ellis (75)",http://afltables.com/afl/stats/games/2000/091820000722.html,Subiaco
40817,115,Brisbane Lions,"Sun, 23-Jul-2000 1:40 PM (2:10 PM)",78,Adelaide,-37,20,2000,"Bryan Sheehan (304), Scott McLaren (120), Stephen McBurney (96)",http://afltables.com/afl/stats/games/2000/011920000723.html,Football Park
16120,77,Fremantle,"Sun, 23-Jul-2000 2:10 PM",160,Melbourne,83,20,2000,"John Harvey (144), Justin Schmitt (30), Corin Rowe (24)",http://afltables.com/afl/stats/games/2000/081120000723.html,Docklands
35463,79,St Kilda,"Sun, 23-Jul-2000 2:10 PM",119,Richmond,40,20,2000,"Mark Nash (141), Richard Fox (9), Stuart Wenn (73)",http://afltables.com/afl/stats/games/2000/141520000723.html,M.C.G.
45725,92,Western Bulldogs,"Fri, 28-Jul-2000 7:40 PM",81,Essendon,-11,21,2000,"Bryan Sheehan (305), Scott McLaren (121), Shane McInerney (89)",http://afltables.com/afl/stats/games/2000/050720000728.html,Docklands
25512,67,Adelaide,"Sat, 29-Jul-2000 2:10 PM",98,Hawthorn,31,21,2000,"Hayden Kennedy (253), Chris Mitchell (298), John Harvey (145)",http://afltables.com/afl/stats/games/2000/011020000729.html,M.C.G.
35697,84,Sydney,"Sat, 29-Jul-2000 2:10 PM",83,Richmond,-1,21,2000,"Stephen McBurney (97), Brett Allen (169), Mark McKenzie (101)",http://afltables.com/afl/stats/games/2000/141620000729.html,Docklands
25603,63,St Kilda,"Sat, 29-Jul-2000 7:40 PM",153,Brisbane Lions,90,21,2000,"Stuart Wenn (74), Michael Vozzo (29), Matthew Norden (68)",http://afltables.com/afl/stats/games/2000/151920000729.html,Gabba
30152,83,Carlton,"Sun, 30-Jul-2000 1:40 PM (2:10 PM)",88,Port Adelaide,5,21,2000,"Gavin Dore (243), Mark Nash (142), Derek Humphery-Smith (58)",http://afltables.com/afl/stats/games/2000/031320000730.html,Football Park
30003,98,Collingwood,"Sun, 30-Jul-2000 2:10 PM",80,Kangaroos,-18,21,2000,"Corin Rowe (25), Richard Fox (10), Martin Ellis (76)",http://afltables.com/afl/stats/games/2000/041220000730.html,Docklands
75033,108,Geelong,"Sun, 30-Jul-2000 2:10 PM",126,Melbourne,18,21,2000,"Andrew Coates (206), Justin Schmitt (31), David Howlett (287)",http://afltables.com/afl/stats/games/2000/091120000730.html,M.C.G.
37710,100,West Coast,"Sun, 30-Jul-2000 1:20 PM (3:20 PM)",101,Fremantle,1,21,2000,"Steven Hanley (75), Michael Avon (17), Mathew James (20)",http://afltables.com/afl/stats/games/2000/081820000730.html,Subiaco
45527,81,Hawthorn,"Fri, 4-Aug-2000 7:40 PM",66,Western Bulldogs,-15,22,2000,"Darren Goldspink (222), Brett Allen (170), Mark McKenzie (102)",http://afltables.com/afl/stats/games/2000/071020000804.html,Docklands
66122,78,Collingwood,"Sat, 5-Aug-2000 2:10 PM",97,Essendon,19,22,2000,"Derek Humphery-Smith (59), Mathew James (21), Vince Sercia (58)",http://afltables.com/afl/stats/games/2000/040520000805.html,M.C.G.
26011,120,Sydney,"Sat, 5-Aug-2000 2:10 PM",124,Geelong,4,22,2000,"Gavin Dore (244), Chris Mitchell (299), Shane McInerney (90), Darren McCauley (62)",http://afltables.com/afl/stats/games/2000/091620000805.html,Kardinia Park
25070,49,Fremantle,"Sat, 5-Aug-2000 7:40 PM",156,Brisbane Lions,107,22,2000,"Corin Rowe (26), Kieron Nicholls (26), Andrew Coates (207)",http://afltables.com/afl/stats/games/2000/081920000805.html,Gabba
16310,77,St Kilda,"Sat, 5-Aug-2000 7:40 PM",120,Kangaroos,43,22,2000,"Stephen McBurney (98), Richard Fox (11), Matthew Norden (69)",http://afltables.com/afl/stats/games/2000/121520000805.html,Docklands
65078,52,Richmond,"Sun, 6-Aug-2000 2:10 PM",125,Carlton,73,22,2000,"Bryan Sheehan (306), Scott McLaren (122), Hayden Kennedy (254)",http://afltables.com/afl/stats/games/2000/031420000806.html,M.C.G.
42659,139,Port Adelaide,"Sun, 6-Aug-2000 2:10 PM (2:40 PM)",92,Adelaide,-47,22,2000,"Stuart Wenn (75), Justin Schmitt (32), Troy Burton (49)",http://afltables.com/afl/stats/games/2000/011320000806.html,Football Park
34471,170,Melbourne,"Sun, 6-Aug-2000 1:10 PM (3:10 PM)",100,West Coast,-70,22,2000,"John Harvey (146), Brett Rosebury (7), Michael Vozzo (30), Mark Nash (143)",http://afltables.com/afl/stats/games/2000/111820000806.html,Subiaco
44709,83,Geelong,"Fri, 11-Aug-2000 7:45 PM",92,Hawthorn,9,Elimination Final,2000,"Darren Goldspink (223), Shane McInerney (91), Mark McKenzie (103)",http://afltables.com/afl/stats/games/2000/091020000811.html,Docklands
68443,73,Kangaroos,"Sat, 12-Aug-2000 2:30 PM",198,Essendon,125,Qualifying Final,2000,"Hayden Kennedy (255), Andrew Coates (208), Justin Schmitt (33)",http://afltables.com/afl/stats/games/2000/051220000812.html,M.C.G.
25925,76,Western Bulldogs,"Sat, 12-Aug-2000 7:45 PM",110,Brisbane Lions,34,Elimination Final,2000,"Bryan Sheehan (307), Brett Allen (171), John Harvey (147)",http://afltables.com/afl/stats/games/2000/071920000812.html,Gabba
75570,87,Carlton,"Sun, 13-Aug-2000 2:30 PM",96,Melbourne,9,Qualifying Final,2000,"Scott McLaren (123), Chris Mitchell (300), Derek Humphery-Smith (60)",http://afltables.com/afl/stats/games/2000/031120000813.html,M.C.G.
50027,100,Hawthorn,"Fri, 18-Aug-2000 7:45 PM",110,Kangaroos,10,Semi Final,2000,"Bryan Sheehan (308), Scott McLaren (124), Brett Allen (172)",http://afltables.com/afl/stats/games/2000/101220000818.html,M.C.G.
56924,69,Brisbane Lions,"Sat, 19-Aug-2000 2:30 PM",151,Carlton,82,Semi Final,2000,"Hayden Kennedy (256), Darren Goldspink (224), Gavin Dore (245)",http://afltables.com/afl/stats/games/2000/031920000819.html,M.C.G.
63937,106,Kangaroos,"Fri, 25-Aug-2000 7:45 PM",156,Melbourne,50,Preliminary Final,2000,"Hayden Kennedy (257), Bryan Sheehan (309), Gavin Dore (246)",http://afltables.com/afl/stats/games/2000/111220000825.html,M.C.G.
84778,80,Carlton,"Sat, 26-Aug-2000 2:30 PM",125,Essendon,45,Preliminary Final,2000,"Brett Allen (173), Mark McKenzie (104), Darren Goldspink (225)",http://afltables.com/afl/stats/games/2000/030520000826.html,M.C.G.
96249,75,Melbourne,"Sat, 2-Sep-2000 2:45 PM (1:45 PM)",135,Essendon,60,Grand Final,2000,"Brett Allen (174), Darren Goldspink (226), Hayden Kennedy (258)",http://afltables.com/afl/stats/games/2000/051120000902.html,M.C.G.
56028,146,Essendon,"Fri, 30-Mar-2001 7:40 PM",61,Kangaroos,-85,1,2001,"Chris Mitchell (301), David Howlett (288), Andrew Coates (209)",http://afltables.com/afl/stats/games/2001/051220010330.html,M.C.G.
52190,81,Collingwood,"Sat, 31-Mar-2001 2:10 PM",85,Hawthorn,4,1,2001,"Martin Ellis (77), Bryan Sheehan (310), Mark Nash (144)",http://afltables.com/afl/stats/games/2001/041020010331.html,M.C.G.
30047,112,St Kilda,"Sat, 31-Mar-2001 7:00 PM",107,Western Bulldogs,-5,1,2001,"Mark McKenzie (105), Corin Rowe (27), Mathew James (22)",http://afltables.com/afl/stats/games/2001/071520010331.html,Docklands
23716,119,Carlton,"Sat, 31-Mar-2001 5:40 PM (7:40 PM)",118,Fremantle,-1,1,2001,"Scott McLaren (125), Brett Rosebury (8), Shane McInerney (92)",http://afltables.com/afl/stats/games/2001/030820010331.html,Subiaco
25948,93,Brisbane Lions,"Sat, 31-Mar-2001 7:10 PM (7:40 PM)",99,Port Adelaide,6,1,2001,"Brett Allen (175), Gavin Dore (247), Stuart Wenn (76)",http://afltables.com/afl/stats/games/2001/131920010331.html,Football Park
31174,74,Adelaide,"Sun, 1-Apr-2001 2:10 PM",126,Sydney,52,1,2001,"Darren Goldspink (227), Darren Morris (23), Justin Schmitt (34)",http://afltables.com/afl/stats/games/2001/011620010401.html,S.C.G.
20149,49,West Coast,"Sun, 1-Apr-2001 2:10 PM",115,Geelong,66,1,2001,"Stephen McBurney (99), Steven Hanley (76), John Harvey (148)",http://afltables.com/afl/stats/games/2001/091820010401.html,Kardinia Park
44466,134,Richmond,"Sun, 1-Apr-2001 2:10 PM",103,Melbourne,-31,1,2001,"Hayden Kennedy (259), Michael Vozzo (31), Derek Humphery-Smith (61)",http://afltables.com/afl/stats/games/2001/111420010401.html,M.C.G.
34918,107,Port Adelaide,"Fri, 6-Apr-2001 7:40 PM",145,Essendon,38,2,2001,"Darren Goldspink (228), Darren Morris (24), Justin Schmitt (35)",http://afltables.com/afl/stats/games/2001/051320010406.html,Docklands
27597,107,Hawthorn,"Sat, 7-Apr-2001 2:10 PM",81,Carlton,-26,2,2001,"Chris Mitchell (302), David Howlett (289), Andrew Coates (210)",http://afltables.com/afl/stats/games/2001/031020010407.html,Princes Park
36427,111,Western Bulldogs,"Sat, 7-Apr-2001 2:10 PM",69,Richmond,-42,2,2001,"Scott McLaren (126), Brett Rosebury (9), Shane McInerney (93)",http://afltables.com/afl/stats/games/2001/071420010407.html,M.C.G.
26067,88,Fremantle,"Sat, 7-Apr-2001 7:00 PM",105,Collingwood,17,2,2001,"Stephen McBurney (100), Steven Hanley (77), John Harvey (149)",http://afltables.com/afl/stats/games/2001/040820010407.html,Docklands
35653,83,Melbourne,"Sat, 7-Apr-2001 7:10 PM (7:40 PM)",80,Adelaide,-3,2,2001,"Mark McKenzie (106), Corin Rowe (28), Mathew James (23)",http://afltables.com/afl/stats/games/2001/011120010407.html,Football Park
33867,115,Geelong,"Sun, 8-Apr-2001 2:10 PM",86,St Kilda,-29,2,2001,"Brett Allen (176), Gavin Dore (248), Stuart Wenn (77)",http://afltables.com/afl/stats/games/2001/091520010408.html,Docklands
22970,58,Kangaroos,"Sun, 8-Apr-2001 2:10 PM",118,Brisbane Lions,60,2,2001,"Martin Ellis (78), Bryan Sheehan (311), Mark Nash (145)",http://afltables.com/afl/stats/games/2001/121920010408.html,Gabba
32673,104,Sydney,"Sun, 8-Apr-2001 2:10 PM (4:10 PM)",89,West Coast,-15,2,2001,"Hayden Kennedy (260), Michael Vozzo (32), Derek Humphery-Smith (62)",http://afltables.com/afl/stats/games/2001/161820010408.html,Subiaco
63088,76,Essendon,"Thu, 12-Apr-2001 7:40 PM",93,Carlton,17,3,2001,"Bryan Sheehan (312), Corin Rowe (29), Stephen McBurney (101)",http://afltables.com/afl/stats/games/2001/030520010412.html,M.C.G.
31688,94,Brisbane Lions,"Sat, 14-Apr-2001 2:10 PM",116,Richmond,22,3,2001,"Darren Goldspink (229), Mathew James (24), Justin Schmitt (36)",http://afltables.com/afl/stats/games/2001/141920010414.html,M.C.G.
37598,153,Collingwood,"Sat, 14-Apr-2001 7:00 PM",81,Western Bulldogs,-72,3,2001,"David Howlett (290), Michael Vozzo (33), Derek Humphery-Smith (63)",http://afltables.com/afl/stats/games/2001/040720010414.html,Docklands
22395,151,Sydney,"Sat, 14-Apr-2001 7:40 PM",71,Kangaroos,-80,3,2001,"Brett Allen (177), Gavin Dore (249), Stuart Wenn (78)",http://afltables.com/afl/stats/games/2001/121620010414.html,S.C.G.
40296,153,Port Adelaide,"Sun, 15-Apr-2001 1:40 PM (2:10 PM)",88,Adelaide,-65,3,2001,"Chris Mitchell (303), John Harvey (150), Andrew Coates (211)",http://afltables.com/afl/stats/games/2001/011320010415.html,Football Park
19496,125,West Coast,"Sun, 15-Apr-2001 2:10 PM",107,St Kilda,-18,3,2001,"Scott McLaren (127), Richard Fox (12), Shane McInerney (94)",http://afltables.com/afl/stats/games/2001/151820010415.html,Docklands
20703,82,Hawthorn,"Sun, 15-Apr-2001 2:10 PM (4:10 PM)",59,Fremantle,-23,3,2001,"Mark McKenzie (107), Martin Ellis (79), Darren Morris (25)",http://afltables.com/afl/stats/games/2001/081020010415.html,Subiaco
48551,104,Geelong,"Mon, 16-Apr-2001 2:10 PM",124,Melbourne,20,3,2001,"Steven Hanley (78), Hayden Kennedy (261), Mark Nash (146), Corin Rowe (30)",http://afltables.com/afl/stats/games/2001/091120010416.html,M.C.G.
78638,86,Richmond,"Fri, 20-Apr-2001 7:40 PM",71,Collingwood,-15,4,2001,"Gavin Dore (250), Stuart Wenn (79), Martin Ellis (80)",http://afltables.com/afl/stats/games/2001/041420010420.html,M.C.G.
40131,102,Essendon,"Fri, 20-Apr-2001 7:40 PM",55,Sydney,-47,4,2001,"David Howlett (291), Michael Vozzo (34), Stephen McBurney (102), Scott Jeffery (1)",http://afltables.com/afl/stats/games/2001/051620010420.html,S.C.G.
21110,62,Adelaide,"Sat, 21-Apr-2001 2:10 PM",53,Carlton,-9,4,2001,"Derek Humphery-Smith (64), Mark McKenzie (108), Michael Avon (18)",http://afltables.com/afl/stats/games/2001/010320010421.html,Princes Park
20322,87,Brisbane Lions,"Sat, 21-Apr-2001 2:10 PM",140,Western Bulldogs,53,4,2001,"Brett Allen (178), Ray Kelsey (26), Darren Goldspink (230)",http://afltables.com/afl/stats/games/2001/071920010421.html,Docklands
27017,50,St Kilda,"Sat, 21-Apr-2001 7:10 PM (7:40 PM)",114,Port Adelaide,64,4,2001,"Mathew James (25), Hayden Kennedy (262), Darren Morris (26)",http://afltables.com/afl/stats/games/2001/131520010421.html,Football Park
38804,112,West Coast,"Sat, 21-Apr-2001 6:40 PM (8:40 PM)",88,Fremantle,-24,4,2001,"Chris Mitchell (304), Mark Nash (147), John Harvey (151)",http://afltables.com/afl/stats/games/2001/081820010421.html,Subiaco
14298,53,Kangaroos,"Sun, 22-Apr-2001 2:10 PM",33,Geelong,-20,4,2001,"Andrew Coates (212), Justin Schmitt (37), Kieron Nicholls (27)",http://afltables.com/afl/stats/games/2001/091220010422.html,Kardinia Park
30113,44,Melbourne,"Sun, 22-Apr-2001 2:10 PM",83,Hawthorn,39,4,2001,"Scott McLaren (128), Richard Fox (13), Shane McInerney (95)",http://afltables.com/afl/stats/games/2001/101120010422.html,M.C.G.
