attendance,away_score,away_team,date,home_score,home_team,margin,round,season,umpires,url,venue
43947,104,Western Bulldogs,"Sun, 16-Apr-2006 2:10 PM",93,Essendon,-11,3,2006,"Stephen McBurney (216), Simon Meredith (34), Derek Woodcock (96)",http://afltables.com/afl/stats/games/2006/050720060416.html,Docklands
25042,110,Fremantle,"Sun, 16-Apr-2006 4:10 PM (4:40 PM)",79,Port Adelaide,-31,3,2006,"Michael Avon (104), Shane McInerney (198), Justin Schmitt (133)",http://afltables.com/afl/stats/games/2006/081320060416.html,Football Park
48721,153,Collingwood,"Mon, 17-Apr-2006 2:10 PM",76,Kangaroos,-77,3,2006,"Ray Chamberlain (24), Darren Goldspink (337), Matthew Head (90)",http://afltables.com/afl/stats/games/2006/041220060417.html,Docklands
45102,100,Hawthorn,"Fri, 21-Apr-2006 7:40 PM",68,Carlton,-32,4,2006,"Ray Chamberlain (25), Darren Goldspink (338), Simon Meredith (35)",http://afltables.com/afl/stats/games/2006/031020060421.html,Docklands
45922,97,Geelong,"Sat, 22-Apr-2006 2:10 PM",98,Western Bulldogs,1,4,2006,"Scott Jeffery (90), Stephen McBurney (217), Michael Vozzo (144)",http://afltables.com/afl/stats/games/2006/070920060422.html,Docklands
30266,96,Richmond,"Sat, 22-Apr-2006 7:10 PM",82,Brisbane Lions,-14,4,2006,"Chris Donlon (12), Brett Rosebury (81), Stuart Wenn (176)",http://afltables.com/afl/stats/games/2006/141920060422.html,Gabba
35090,70,Adelaide,"Sat, 22-Apr-2006 5:40 PM (7:40 PM)",59,Fremantle,-11,4,2006,"Shane McInerney (199), Dean Margetts (61), Kieron Nicholls (111)",http://afltables.com/afl/stats/games/2006/010820060422.html,Subiaco
29167,97,Melbourne,"Sun, 23-Apr-2006 1:10 PM",92,Sydney,-5,4,2006,"Martin Ellis (186), Mathew James (138), Troy Pannell (16)",http://afltables.com/afl/stats/games/2006/111620060423.html,S.C.G.
9541,95,West Coast,"Sun, 23-Apr-2006 1:10 PM",71,Kangaroos,-24,4,2006,"Chris Kamolins (9), Hayden Kennedy (370), Justin Schmitt (134)",http://afltables.com/afl/stats/games/2006/121820060423.html,Manuka Oval
32188,118,St Kilda,"Mon, 24-Apr-2006 7:10 PM (7:40 PM)",122,Port Adelaide,4,4,2006,"Michael Avon (105), Stefan Grun (27), Scott McLaren (256)",http://afltables.com/afl/stats/games/2006/131520060424.html,Football Park
91234,89,Essendon,"Tue, 25-Apr-2006 2:40 PM",106,Collingwood,17,4,2006,"Brett Allen (304), Shaun Ryan (67), Derek Woodcock (97)",http://afltables.com/afl/stats/games/2006/040520060425.html,M.C.G.
54815,84,Carlton,"Fri, 28-Apr-2006 7:40 PM",92,Richmond,8,5,2006,"Martin Ellis (187), Scott Jeffery (91), Stephen McBurney (218)",http://afltables.com/afl/stats/games/2006/031420060428.html,M.C.G.
30392,86,Kangaroos,"Sat, 29-Apr-2006 2:10 PM",90,Melbourne,4,5,2006,"Ray Chamberlain (26), Chris Donlon (13), Stuart Wenn (177)",http://afltables.com/afl/stats/games/2006/111220060429.html,M.C.G.
41057,55,Western Bulldogs,"Sat, 29-Apr-2006 2:40 PM (3:10 PM)",132,Adelaide,77,5,2006,"Stefan Grun (28), Scott McLaren (257), Derek Woodcock (98)",http://afltables.com/afl/stats/games/2006/010720060429.html,Football Park
37032,85,Geelong,"Sat, 29-Apr-2006 7:10 PM",107,Sydney,22,5,2006,"Brett Allen (305), Simon Meredith (36), Shaun Ryan (68)",http://afltables.com/afl/stats/games/2006/091620060429.html,Stadium Australia
40519,63,Brisbane Lions,"Sat, 29-Apr-2006 5:40 PM (7:40 PM)",122,West Coast,59,5,2006,"Darren Goldspink (339), Matthew Head (91), Matt Stevic (36)",http://afltables.com/afl/stats/games/2006/181920060429.html,Subiaco
15282,94,Fremantle,"Sun, 30-Apr-2006 1:10 PM",93,St Kilda,-1,5,2006,"Hayden Kennedy (371), Mathew Nicholls (44), Michael Vozzo (145)",http://afltables.com/afl/stats/games/2006/081520060430.html,York Park
32276,79,Port Adelaide,"Sun, 30-Apr-2006 2:10 PM",120,Collingwood,41,5,2006,"Shane McInerney (200), Kieron Nicholls (112), Troy Pannell (17)",http://afltables.com/afl/stats/games/2006/041320060430.html,Docklands
40179,83,Essendon,"Sun, 30-Apr-2006 2:10 PM",84,Hawthorn,1,5,2006,"Mathew James (139), Chris Kamolins (10), Justin Schmitt (135)",http://afltables.com/afl/stats/games/2006/051020060430.html,M.C.G.
36041,81,Geelong,"Fri, 5-May-2006 7:40 PM",87,Melbourne,6,6,2006,"Hayden Kennedy (372), Simon Meredith (37), Derek Woodcock (99)",http://afltables.com/afl/stats/games/2006/091120060505.html,M.C.G.
42760,78,Western Bulldogs,"Sat, 6-May-2006 2:10 PM",92,St Kilda,14,6,2006,"Matthew Head (92), Stephen McBurney (219), Stuart Wenn (178)",http://afltables.com/afl/stats/games/2006/071520060506.html,Docklands
42213,83,West Coast,"Sat, 6-May-2006 2:10 PM (4:10 PM)",88,Fremantle,5,6,2006,"Brett Allen (306), Ray Chamberlain (27), Shaun Ryan (69)",http://afltables.com/afl/stats/games/2006/081820060506.html,Subiaco
58439,97,Richmond,"Sat, 6-May-2006 7:10 PM",95,Essendon,-2,6,2006,"Scott Jeffery (92), Scott McLaren (258), Mathew Nicholls (45)",http://afltables.com/afl/stats/games/2006/051420060506.html,M.C.G.
42723,53,Port Adelaide,"Sat, 6-May-2006 7:10 PM (7:40 PM)",103,Adelaide,50,6,2006,"Martin Ellis (188), Darren Goldspink (340), Matt Stevic (37)",http://afltables.com/afl/stats/games/2006/011320060506.html,Football Park
29872,102,Sydney,"Sun, 7-May-2006 1:10 PM",70,Brisbane Lions,-32,6,2006,"Stefan Grun (29), Shane McInerney (201), Justin Schmitt (136)",http://afltables.com/afl/stats/games/2006/161920060507.html,Gabba
59675,138,Collingwood,"Sun, 7-May-2006 2:10 PM",66,Carlton,-72,6,2006,"Mathew James (140), Brett Rosebury (82), Damien Sully (1)",http://afltables.com/afl/stats/games/2006/030420060507.html,M.C.G.
28470,80,Hawthorn,"Sun, 7-May-2006 2:10 PM",102,Kangaroos,22,6,2006,"Dean Margetts (62), Troy Pannell (18), Michael Vozzo (146)",http://afltables.com/afl/stats/games/2006/101220060507.html,Docklands
48313,82,Geelong,"Fri, 12-May-2006 7:40 PM",64,St Kilda,-18,7,2006,"Ray Chamberlain (28), Darren Goldspink (341), Shaun Ryan (70)",http://afltables.com/afl/stats/games/2006/091520060512.html,Docklands
23368,58,Fremantle,"Sat, 13-May-2006 2:10 PM",117,Melbourne,59,7,2006,"Scott McLaren (259), Jason Quigley (37), Derek Woodcock (100)",http://afltables.com/afl/stats/games/2006/081120060513.html,M.C.G.
36477,180,Sydney,"Sat, 13-May-2006 2:10 PM",62,Richmond,-118,7,2006,"Stefan Grun (30), Scott Jeffery (93), Stephen McBurney (220)",http://afltables.com/afl/stats/games/2006/141620060513.html,Docklands
12315,106,Brisbane Lions,"Sat, 13-May-2006 7:10 PM",66,Hawthorn,-40,7,2006,"Chris Donlon (14), Brett Rosebury (83), Stuart Wenn (179)",http://afltables.com/afl/stats/games/2006/101920060513.html,Carrara
42033,98,Collingwood,"Sat, 13-May-2006 5:40 PM (7:40 PM)",112,West Coast,14,7,2006,"Hayden Kennedy (373), Dean Margetts (63), Michael Vozzo (147)",http://afltables.com/afl/stats/games/2006/041820060513.html,Subiaco
20233,166,Western Bulldogs,"Sun, 14-May-2006 12:40 PM (1:10 PM)",90,Port Adelaide,-76,7,2006,"Craig Hendrie (28), Mathew James (141), Kieron Nicholls (113)",http://afltables.com/afl/stats/games/2006/071320060514.html,Football Park
32976,78,Essendon,"Sun, 14-May-2006 2:10 PM",111,Carlton,33,7,2006,"Martin Ellis (189), Matthew Head (93), Damien Sully (2)",http://afltables.com/afl/stats/games/2006/030520060514.html,M.C.G.
16064,116,Adelaide,"Sun, 14-May-2006 3:10 PM",60,Kangaroos,-56,7,2006,"Chris Kamolins (11), Shane McInerney (202), Justin Schmitt (137)",http://afltables.com/afl/stats/games/2006/011220060514.html,Docklands
42985,136,Melbourne,"Fri, 19-May-2006 7:40 PM",61,Hawthorn,-75,8,2006,"Darren Goldspink (342), Matt Stevic (38), Michael Vozzo (148)",http://afltables.com/afl/stats/games/2006/101120060519.html,M.C.G.
24461,66,Adelaide,"Sat, 20-May-2006 2:10 PM",69,Richmond,3,8,2006,"Chris Donlon (15), Shane McInerney (203), Jason Quigley (38)",http://afltables.com/afl/stats/games/2006/011420060520.html,Docklands
34072,49,Kangaroos,"Sat, 20-May-2006 2:10 PM (4:10 PM)",84,Fremantle,35,8,2006,"Chris Kamolins (12), Stephen McBurney (221), Brett Rosebury (84)",http://afltables.com/afl/stats/games/2006/081220060520.html,Subiaco
69819,44,Geelong,"Sat, 20-May-2006 7:10 PM",146,Collingwood,102,8,2006,"Mathew James (142), Dean Margetts (64), Shaun Ryan (71)",http://afltables.com/afl/stats/games/2006/040920060520.html,M.C.G.
31756,116,Sydney,"Sat, 20-May-2006 7:10 PM",90,Western Bulldogs,-26,8,2006,"Scott McLaren (260), Troy Pannell (19), Derek Woodcock (101)",http://afltables.com/afl/stats/games/2006/071620060520.html,S.C.G.
21970,147,Brisbane Lions,"Sun, 21-May-2006 12:40 PM (1:10 PM)",78,Port Adelaide,-69,8,2006,"Martin Ellis (190), Simon Meredith (38), Stuart Wenn (180)",http://afltables.com/afl/stats/games/2006/131920060521.html,Football Park
39908,126,St Kilda,"Sun, 21-May-2006 2:10 PM",34,Carlton,-92,8,2006,"Brett Allen (307), Kieron Nicholls (114), Mathew Nicholls (46)",http://afltables.com/afl/stats/games/2006/031520060521.html,M.C.G.
31434,113,West Coast,"Sun, 21-May-2006 2:10 PM",92,Essendon,-21,8,2006,"Michael Avon (106), Craig Hendrie (29), Hayden Kennedy (374)",http://afltables.com/afl/stats/games/2006/051820060521.html,Docklands
67920,105,Western Bulldogs,"Fri, 26-May-2006 7:40 PM",139,Collingwood,34,9,2006,"Mathew James (143), Scott McLaren (261), Justin Schmitt (138)",http://afltables.com/afl/stats/games/2006/040720060526.html,M.C.G.
23386,110,Richmond,"Sat, 27-May-2006 2:10 PM",90,Geelong,-20,9,2006,"Ray Chamberlain (29), Adam Davis (33), Stephen McBurney (222)",http://afltables.com/afl/stats/games/2006/091420060527.html,Kardinia Park
41157,60,Carlton,"Sat, 27-May-2006 2:40 PM (3:10 PM)",124,Adelaide,64,9,2006,"Stefan Grun (31), Hayden Kennedy (375), Damien Sully (3)",http://afltables.com/afl/stats/games/2006/010320060527.html,Football Park
29232,129,Port Adelaide,"Sat, 27-May-2006 7:10 PM",69,Essendon,-60,9,2006,"Brett Allen (308), Scott Jeffery (94), Troy Pannell (20)",http://afltables.com/afl/stats/games/2006/051320060527.html,Docklands
28766,119,Sydney,"Sat, 27-May-2006 7:10 PM",54,Hawthorn,-65,9,2006,"Martin Ellis (191), Matthew Head (94), Shaun Ryan (72)",http://afltables.com/afl/stats/games/2006/101620060527.html,M.C.G.
29999,73,Fremantle,"Sun, 28-May-2006 1:10 PM",141,Brisbane Lions,68,9,2006,"Shane McInerney (204), Kieron Nicholls (115), Mathew Nicholls (47)",http://afltables.com/afl/stats/games/2006/081920060528.html,Gabba
30904,57,Kangaroos,"Sun, 28-May-2006 2:10 PM",74,St Kilda,17,9,2006,"Craig Hendrie (30), Matt Stevic (39), Michael Vozzo (149)",http://afltables.com/afl/stats/games/2006/121520060528.html,Docklands
41032,75,Melbourne,"Sun, 28-May-2006 2:40 PM (4:40 PM)",97,West Coast,22,9,2006,"Darren Goldspink (343), Simon Meredith (39), Derek Woodcock (102)",http://afltables.com/afl/stats/games/2006/111820060528.html,Subiaco
42025,50,Essendon,"Fri, 2-Jun-2006 8:10 PM (8:40 PM)",188,Adelaide,138,10,2006,"Ray Chamberlain (30), Shaun Ryan (73), Derek Woodcock (103)",http://afltables.com/afl/stats/games/2006/010520060602.html,Football Park
29960,88,Hawthorn,"Sat, 3-Jun-2006 2:10 PM",109,Western Bulldogs,21,10,2006,"Stephen McBurney (223), Dean Margetts (65), Damien Sully (4)",http://afltables.com/afl/stats/games/2006/071020060603.html,Docklands
20428,101,West Coast,"Sat, 3-Jun-2006 2:10 PM",98,Geelong,-3,10,2006,"Shane McInerney (205), Jason Quigley (39), Matt Stevic (40)",http://afltables.com/afl/stats/games/2006/091820060603.html,Kardinia Park
54820,83,Brisbane Lions,"Sat, 3-Jun-2006 7:10 PM",109,Collingwood,26,10,2006,"Brett Allen (309), Scott Jeffery (95), Brett Rosebury (85)",http://afltables.com/afl/stats/games/2006/041920060603.html,M.C.G.
36032,89,Richmond,"Sat, 3-Jun-2006 5:40 PM (7:40 PM)",100,Fremantle,11,10,2006,"Adam Davis (34), Stefan Grun (32), Michael Vozzo (150)",http://afltables.com/afl/stats/games/2006/081420060603.html,Subiaco
14922,105,Sydney,"Sun, 4-Jun-2006 1:10 PM",98,Kangaroos,-7,10,2006,"Chris Donlon (16), Hayden Kennedy (376), Troy Pannell (21)",http://afltables.com/afl/stats/games/2006/121620060604.html,Manuka Oval
18665,118,Port Adelaide,"Sun, 4-Jun-2006 2:10 PM",84,Carlton,-34,10,2006,"Matthew Head (95), Chris Kamolins (13), Justin Schmitt (139)",http://afltables.com/afl/stats/games/2006/031320060604.html,Docklands
41665,90,St Kilda,"Sun, 4-Jun-2006 2:10 PM",103,Melbourne,13,10,2006,"Scott McLaren (262), Simon Meredith (40), Stuart Wenn (181)",http://afltables.com/afl/stats/games/2006/111520060604.html,M.C.G.
43600,88,Essendon,"Fri, 9-Jun-2006 7:40 PM",130,Geelong,42,11,2006,"Brett Allen (310), Troy Pannell (22), Stuart Wenn (182)",http://afltables.com/afl/stats/games/2006/050920060609.html,Docklands
42841,67,Kangaroos,"Sat, 10-Jun-2006 2:10 PM",102,Richmond,35,11,2006,"Chris Kamolins (14), Kieron Nicholls (116), Shaun Ryan (74)",http://afltables.com/afl/stats/games/2006/121420060610.html,M.C.G.
27516,75,Adelaide,"Sat, 10-Jun-2006 7:10 PM",60,Brisbane Lions,-15,11,2006,"Matthew Head (96), Scott McLaren (263), Jason Quigley (40)",http://afltables.com/afl/stats/games/2006/011920060610.html,Gabba
31146,52,St Kilda,"Sat, 10-Jun-2006 7:10 PM",50,Sydney,-2,11,2006,"Martin Ellis (192), Justin Schmitt (140), Michael Vozzo (151)",http://afltables.com/afl/stats/games/2006/151620060610.html,S.C.G.
24511,49,Hawthorn,"Sun, 11-Jun-2006 12:40 PM (1:10 PM)",145,Port Adelaide,96,11,2006,"Adam Davis (35), Chris Donlon (17), Shane McInerney (206)",http://afltables.com/afl/stats/games/2006/101320060611.html,Football Park
23805,86,Fremantle,"Sun, 11-Jun-2006 2:10 PM",100,Western Bulldogs,14,11,2006,"Darren Goldspink (344), Stefan Grun (33), Derek Woodcock (104)",http://afltables.com/afl/stats/games/2006/070820060611.html,Docklands
40090,101,Carlton,"Sun, 11-Jun-2006 2:40 PM (4:40 PM)",111,West Coast,10,11,2006,"Craig Hendrie (31), Dean Margetts (66), Brett Rosebury (86)",http://afltables.com/afl/stats/games/2006/031820060611.html,Subiaco
78773,94,Collingwood,"Mon, 12-Jun-2006 2:10 PM",141,Melbourne,47,11,2006,"Mathew James (144), Stephen McBurney (224), Matt Stevic (41)",http://afltables.com/afl/stats/games/2006/041120060612.html,M.C.G.
34170,123,Adelaide,"Fri, 16-Jun-2006 7:40 PM",60,St Kilda,-63,12,2006,"Shane McInerney (207), Simon Meredith (41), Michael Vozzo (152)",http://afltables.com/afl/stats/games/2006/011520060616.html,Docklands
34236,118,Geelong,"Sat, 17-Jun-2006 2:10 PM (4:10 PM)",52,Fremantle,-66,12,2006,"Hayden Kennedy (377), Kieron Nicholls (117), Shaun Ryan (75)",http://afltables.com/afl/stats/games/2006/080920060617.html,Subiaco
27745,145,Western Bulldogs,"Sat, 17-Jun-2006 7:10 PM",103,Brisbane Lions,-42,12,2006,"Scott Jeffery (96), Brett Rosebury (87), Stuart Wenn (183)",http://afltables.com/afl/stats/games/2006/071920060617.html,Gabba
28125,60,West Coast,"Sat, 17-Jun-2006 7:10 PM (7:40 PM)",97,Port Adelaide,37,12,2006,"Ray Chamberlain (31), Chris Donlon (18), Scott McLaren (264)",http://afltables.com/afl/stats/games/2006/131820060617.html,Football Park
20971,64,Richmond,"Sun, 18-Jun-2006 1:10 PM",105,Hawthorn,41,12,2006,"Jason Quigley (41), Justin Schmitt (141), Damien Sully (5)",http://afltables.com/afl/stats/games/2006/101420060618.html,York Park
35019,111,Melbourne,"Sun, 18-Jun-2006 2:10 PM",75,Essendon,-36,12,2006,"Martin Ellis (193), Craig Hendrie (32), Chris Kamolins (15)",http://afltables.com/afl/stats/games/2006/051120060618.html,Docklands
34110,102,Carlton,"Fri, 23-Jun-2006 7:40 PM",121,Kangaroos,19,12,2006,"Darren Goldspink (345), Dean Margetts (67), Matt Stevic (42)",http://afltables.com/afl/stats/games/2006/031220060623.html,Docklands
60307,95,Collingwood,"Sat, 24-Jun-2006 7:10 PM",82,Sydney,-13,12,2006,"Brett Allen (311), Mathew James (145), Stephen McBurney (225)",http://afltables.com/afl/stats/games/2006/041620060624.html,Stadium Australia
33747,89,Essendon,"Fri, 30-Jun-2006 7:40 PM",96,Kangaroos,7,13,2006,"Scott Jeffery (97), Stephen McBurney (226), Justin Schmitt (142)",http://afltables.com/afl/stats/games/2006/051220060630.html,Docklands
33869,55,Hawthorn,"Sat, 1-Jul-2006 2:10 PM",125,St Kilda,70,13,2006,"Chris Donlon (19), Dean Margetts (68), Shaun Ryan (76)",http://afltables.com/afl/stats/games/2006/101520060701.html,Docklands
24283,82,Port Adelaide,"Sat, 1-Jul-2006 2:10 PM",120,Melbourne,38,13,2006,"Adam Davis (36), Shane McInerney (208), Stuart Wenn (184)",http://afltables.com/afl/stats/games/2006/111320060701.html,M.C.G.
29516,56,Carlton,"Sat, 1-Jul-2006 7:10 PM",71,Brisbane Lions,15,13,2006,"Michael Avon (107), Matthew Head (97), Kieron Nicholls (118)",http://afltables.com/afl/stats/games/2006/031920060701.html,Gabba
24114,58,Fremantle,"Sat, 1-Jul-2006 7:10 PM",91,Sydney,33,13,2006,"Darren Goldspink (346), Michael Vozzo (153), Derek Woodcock (105)",http://afltables.com/afl/stats/games/2006/081620060701.html,S.C.G.
41752,55,Geelong,"Sun, 2-Jul-2006 12:40 PM (1:10 PM)",147,Adelaide,92,13,2006,"Ray Chamberlain (32), Mathew James (146), Troy Pannell (23)",http://afltables.com/afl/stats/games/2006/010920060702.html,Football Park
63016,45,Collingwood,"Sun, 2-Jul-2006 2:10 PM",92,Richmond,47,13,2006,"Hayden Kennedy (378), Scott McLaren (265), Simon Meredith (42)",http://afltables.com/afl/stats/games/2006/041420060702.html,M.C.G.
40375,73,Western Bulldogs,"Sun, 2-Jul-2006 2:40 PM (4:40 PM)",64,West Coast,-9,13,2006,"Brett Allen (312), Stefan Grun (34), Matt Stevic (43)",http://afltables.com/afl/stats/games/2006/071820060702.html,Subiaco
34608,88,Essendon,"Fri, 7-Jul-2006 6:40 PM (8:40 PM)",125,Fremantle,37,14,2006,"Darren Goldspink (347), Simon Meredith (43), Derek Woodcock (106)",http://afltables.com/afl/stats/games/2006/050820060707.html,Subiaco
32096,142,Geelong,"Sat, 8-Jul-2006 2:10 PM",77,Carlton,-65,14,2006,"Martin Ellis (194), Chris Donlon (20), Mathew Nicholls (48), Brett Rosebury (88)",http://afltables.com/afl/stats/games/2006/030920060708.html,Docklands
21989,114,West Coast,"Sat, 8-Jul-2006 2:10 PM",104,Hawthorn,-10,14,2006,"Michael Avon (108), Matthew Head (98), Justin Schmitt (143)",http://afltables.com/afl/stats/games/2006/101820060708.html,M.C.G.
25541,90,Brisbane Lions,"Sat, 8-Jul-2006 7:10 PM",98,Melbourne,8,14,2006,"Chris Kamolins (16), Hayden Kennedy (379), Jason Quigley (42)",http://afltables.com/afl/stats/games/2006/111920060708.html,Gabba
25067,92,Richmond,"Sat, 8-Jul-2006 7:10 PM (7:40 PM)",54,Port Adelaide,-38,14,2006,"Troy Pannell (24), Shaun Ryan (77), Matt Stevic (44)",http://afltables.com/afl/stats/games/2006/131420060708.html,Football Park
36104,101,Adelaide,"Sun, 9-Jul-2006 1:10 PM",62,Sydney,-39,14,2006,"Scott Jeffery (98), Stephen McBurney (227), Shane McInerney (209)",http://afltables.com/afl/stats/games/2006/011620060709.html,S.C.G.
48564,63,Collingwood,"Sun, 9-Jul-2006 2:10 PM",122,St Kilda,59,14,2006,"Brett Allen (313), Ray Chamberlain (33), Mathew James (147)",http://afltables.com/afl/stats/games/2006/041520060709.html,Docklands
28173,94,Kangaroos,"Sun, 9-Jul-2006 2:10 PM",82,Western Bulldogs,-12,14,2006,"Stefan Grun (35), Damien Sully (6), Michael Vozzo (154)",http://afltables.com/afl/stats/games/2006/071220060709.html,M.C.G.
60086,70,Melbourne,"Fri, 14-Jul-2006 7:40 PM",52,Richmond,-18,15,2006,"Brett Allen (314), Matt Stevic (45), Michael Vozzo (155)",http://afltables.com/afl/stats/games/2006/111420060714.html,M.C.G.
33082,74,St Kilda,"Sat, 15-Jul-2006 2:10 PM",71,Essendon,-3,15,2006,"Craig Hendrie (33), Hayden Kennedy (380), Mathew Nicholls (49), Matthew Head (99)",http://afltables.com/afl/stats/games/2006/051520060715.html,M.C.G.
37446,73,Hawthorn,"Sat, 15-Jul-2006 2:40 PM (3:10 PM)",109,Adelaide,36,15,2006,"Martin Ellis (195), Chris Kamolins (17), Jason Quigley (43)",http://afltables.com/afl/stats/games/2006/011020060715.html,Football Park
22947,85,Brisbane Lions,"Sat, 15-Jul-2006 7:10 PM",84,Kangaroos,-1,15,2006,"Stefan Grun (36), Dean Margetts (69), Shaun Ryan (78)",http://afltables.com/afl/stats/games/2006/121920060715.html,Docklands
40688,65,Sydney,"Sat, 15-Jul-2006 5:40 PM (7:40 PM)",67,West Coast,2,15,2006,"Mathew James (148), Scott McLaren (266), Justin Schmitt (144)",http://afltables.com/afl/stats/games/2006/161820060715.html,Subiaco
19149,58,Port Adelaide,"Sun, 16-Jul-2006 1:10 PM",68,Geelong,10,15,2006,"Chris Donlon (21), Darren Goldspink (348), Kieron Nicholls (119)",http://afltables.com/afl/stats/games/2006/091320060716.html,Kardinia Park
26418,110,Western Bulldogs,"Sun, 16-Jul-2006 2:10 PM",80,Carlton,-30,15,2006,"Michael Avon (109), Damien Sully (7), Stuart Wenn (185)",http://afltables.com/afl/stats/games/2006/030720060716.html,Docklands
30373,119,Fremantle,"Sun, 16-Jul-2006 2:10 PM",104,Collingwood,-15,15,2006,"Stephen McBurney (228), Troy Pannell (25), Brett Rosebury (89)",http://afltables.com/afl/stats/games/2006/040820060716.html,M.C.G.
47487,52,Kangaroos,"Fri, 21-Jul-2006 8:10 PM (8:40 PM)",124,Adelaide,72,16,2006,"Chris Donlon (22), Martin Ellis (196), Mathew James (149)",http://afltables.com/afl/stats/games/2006/011220060721.html,Football Park
49181,105,Carlton,"Sat, 22-Jul-2006 2:10 PM",105,Essendon,0,16,2006,"Michael Avon (110), Dean Margetts (70), Justin Schmitt (145)",http://afltables.com/afl/stats/games/2006/030520060722.html,M.C.G.
38777,90,West Coast,"Sat, 22-Jul-2006 2:10 PM",127,Collingwood,37,16,2006,"Darren Goldspink (349), Hayden Kennedy (381), Kieron Nicholls (120)",http://afltables.com/afl/stats/games/2006/041820060722.html,Docklands
26738,74,Hawthorn,"Sat, 22-Jul-2006 7:10 PM",84,Brisbane Lions,10,16,2006,"Adam Davis (37), Matthew Head (100), Simon Meredith (44)",http://afltables.com/afl/stats/games/2006/101920060722.html,Gabba
28371,53,Richmond,"Sat, 22-Jul-2006 7:10 PM",101,Sydney,48,16,2006,"Brett Allen (315), Stephen McBurney (229), Derek Woodcock (107)",http://afltables.com/afl/stats/games/2006/141620060722.html,S.C.G.
16588,60,Port Adelaide,"Sun, 23-Jul-2006 1:10 PM",64,St Kilda,4,16,2006,"Brett Rosebury (90), Damien Sully (8), Stuart Wenn (186)",http://afltables.com/afl/stats/games/2006/131520060723.html,York Park
39417,89,Western Bulldogs,"Sun, 23-Jul-2006 2:10 PM",90,Geelong,1,16,2006,"Ray Chamberlain (34), Scott McLaren (267), Matt Stevic (46)",http://afltables.com/afl/stats/games/2006/070920060723.html,Docklands
36244,67,Melbourne,"Sun, 23-Jul-2006 2:40 PM (4:40 PM)",96,Fremantle,29,16,2006,"Scott Jeffery (99), Shaun Ryan (79), Michael Vozzo (156)",http://afltables.com/afl/stats/games/2006/081120060723.html,Subiaco
54306,68,Hawthorn,"Fri, 28-Jul-2006 7:40 PM",113,Collingwood,45,17,2006,"Stefan Grun (37), Scott Jeffery (100), Stephen McBurney (230)",http://afltables.com/afl/stats/games/2006/041020060728.html,M.C.G.
43250,71,Richmond,"Sat, 29-Jul-2006 2:10 PM",174,St Kilda,103,17,2006,"Brett Allen (316), Brett Rosebury (91), Michael Vozzo (157)",http://afltables.com/afl/stats/games/2006/141520060729.html,M.C.G.
40380,83,Adelaide,"Sat, 29-Jul-2006 2:10 PM (4:10 PM)",165,West Coast,82,17,2006,"Ray Chamberlain (35), Hayden Kennedy (382), Stuart Wenn (187)",http://afltables.com/afl/stats/games/2006/011820060729.html,Subiaco
32761,123,Brisbane Lions,"Sat, 29-Jul-2006 7:10 PM",160,Essendon,37,17,2006,"Michael Avon (111), Scott McLaren (268), Dean Margetts (71)",http://afltables.com/afl/stats/games/2006/051920060729.html,Docklands
23183,77,Sydney,"Sat, 29-Jul-2006 7:10 PM (7:40 PM)",50,Port Adelaide,-27,17,2006,"Shane McInerney (210), Simon Meredith (45), Jason Quigley (44)",http://afltables.com/afl/stats/games/2006/131620060729.html,Football Park
9561,60,Geelong,"Sun, 30-Jul-2006 1:10 PM",90,Kangaroos,30,17,2006,"Darren Goldspink (350), Mathew Nicholls (50), Derek Woodcock (108)",http://afltables.com/afl/stats/games/2006/091220060730.html,Manuka Oval
17518,107,Fremantle,"Sun, 30-Jul-2006 2:10 PM",89,Carlton,-18,17,2006,"Chris Kamolins (18), Kieron Nicholls (121), Justin Schmitt (146)",http://afltables.com/afl/stats/games/2006/030820060730.html,Docklands
36466,68,Western Bulldogs,"Sun, 30-Jul-2006 2:10 PM",119,Melbourne,51,17,2006,"Martin Ellis (197), Matthew Head (101), Mathew James (150)",http://afltables.com/afl/stats/games/2006/071120060730.html,M.C.G.
40177,98,West Coast,"Fri, 4-Aug-2006 7:40 PM",59,St Kilda,-39,18,2006,"Brett Allen (317), Brett Rosebury (92), Shaun Ryan (80)",http://afltables.com/afl/stats/games/2006/151820060804.html,Docklands
24113,73,Melbourne,"Sat, 5-Aug-2006 2:10 PM",80,Carlton,7,18,2006,"Mathew Nicholls (51), Jason Quigley (45), Stuart Wenn (188)",http://afltables.com/afl/stats/games/2006/031120060805.html,Docklands
36339,100,Western Bulldogs,"Sat, 5-Aug-2006 2:10 PM",78,Richmond,-22,18,2006,"Ray Chamberlain (36), Hayden Kennedy (383), Simon Meredith (46)",http://afltables.com/afl/stats/games/2006/071420060805.html,M.C.G.
25465,73,Essendon,"Sat, 5-Aug-2006 7:10 PM",116,Sydney,43,18,2006,"Scott Jeffery (101), Justin Schmitt (147), Michael Vozzo (158)",http://afltables.com/afl/stats/games/2006/051620060805.html,S.C.G.
45658,54,Collingwood,"Sat, 5-Aug-2006 7:10 PM (7:40 PM)",58,Adelaide,4,18,2006,"Darren Goldspink (351), Matt Stevic (47), Derek Woodcock (109)",http://afltables.com/afl/stats/games/2006/010420060805.html,Football Park
